sequence,urn,document,lexeme
53,urn:cts:compnov:bible.genesis:2.22,septuagint,ls.n363
53,urn:cts:compnov:bible.genesis:2.22,septuagint,lexent.n15868
54,urn:cts:compnov:bible.genesis:2.23,vulgate,ls.n13804
54,urn:cts:compnov:bible.genesis:2.23,vulgate,ls.n46587
54,urn:cts:compnov:bible.genesis:2.23,vulgate,ls.n46529
54,urn:cts:compnov:bible.genesis:2.23,targum,ls.n13804
54,urn:cts:compnov:bible.genesis:2.23,targum,ls.n46529
54,urn:cts:compnov:bible.genesis:2.23,septuagint,ls.n13804
54,urn:cts:compnov:bible.genesis:2.23,septuagint,ls.n46529
55,urn:cts:compnov:bible.genesis:2.24,vulgate,ls.n46529
55,urn:cts:compnov:bible.genesis:2.24,targum,ls.n20130
55,urn:cts:compnov:bible.genesis:2.24,targum,ls.n46529
55,urn:cts:compnov:bible.genesis:2.24,septuagint,ls.n46529
56,urn:cts:compnov:bible.genesis:2.25,vulgate,ls.n46529
56,urn:cts:compnov:bible.genesis:2.25,targum,ls.n46529
56,urn:cts:compnov:bible.genesis:2.25,septuagint,ls.n46529
57,urn:cts:compnov:bible.genesis:3.1,vulgate,ls.n46529
57,urn:cts:compnov:bible.genesis:3.1,vulgate,ls.n17516
57,urn:cts:compnov:bible.genesis:3.1,vulgate,ls.n13804
57,urn:cts:compnov:bible.genesis:3.1,targum,ls.n46529
57,urn:cts:compnov:bible.genesis:3.1,targum,ls.n17516
57,urn:cts:compnov:bible.genesis:3.1,targum,ls.n13804
57,urn:cts:compnov:bible.genesis:3.1,septuagint,ls.n46529
57,urn:cts:compnov:bible.genesis:3.1,septuagint,ls.n17516
57,urn:cts:compnov:bible.genesis:3.1,septuagint,ls.n13804
58,urn:cts:compnov:bible.genesis:3.2,vulgate,ls.n41387
58,urn:cts:compnov:bible.genesis:3.2,vulgate,ls.n46529
58,urn:cts:compnov:bible.genesis:3.2,targum,ls.n13804
58,urn:cts:compnov:bible.genesis:3.2,septuagint,ls.n13804
59,urn:cts:compnov:bible.genesis:3.3,vulgate,ls.n46529
59,urn:cts:compnov:bible.genesis:3.3,vulgate,ls.n47460
59,urn:cts:compnov:bible.genesis:3.3,vulgate,ls.n29707
59,urn:cts:compnov:bible.genesis:3.3,targum,ls.n46529
59,urn:cts:compnov:bible.genesis:3.3,targum,ls.n13804
59,urn:cts:compnov:bible.genesis:3.3,targum,lexent.n15868
59,urn:cts:compnov:bible.genesis:3.3,targum,ls.n29707
59,urn:cts:compnov:bible.genesis:3.3,septuagint,ls.n46529
59,urn:cts:compnov:bible.genesis:3.3,septuagint,ls.n13804
59,urn:cts:compnov:bible.genesis:3.3,septuagint,lexent.n15868
59,urn:cts:compnov:bible.genesis:3.3,septuagint,ls.n47460
59,urn:cts:compnov:bible.genesis:3.3,septuagint,ls.n29707
60,urn:cts:compnov:bible.genesis:3.4,vulgate,ls.n13804
60,urn:cts:compnov:bible.genesis:3.4,vulgate,ls.n29707
60,urn:cts:compnov:bible.genesis:3.4,targum,ls.n13804
60,urn:cts:compnov:bible.genesis:3.4,targum,ls.n29707
60,urn:cts:compnov:bible.genesis:3.4,septuagint,ls.n13804
60,urn:cts:compnov:bible.genesis:3.4,septuagint,ls.n29707
61,urn:cts:compnov:bible.genesis:3.5,vulgate,ls.n42969
61,urn:cts:compnov:bible.genesis:3.5,vulgate,lexent.n15868
61,urn:cts:compnov:bible.genesis:3.5,vulgate,ls.n2980
61,urn:cts:compnov:bible.genesis:3.5,vulgate,ls.n46529
61,urn:cts:compnov:bible.genesis:3.5,vulgate,ls.n42976
61,urn:cts:compnov:bible.genesis:3.5,targum,ls.n46529
61,urn:cts:compnov:bible.genesis:3.5,targum,lexent.n15868
61,urn:cts:compnov:bible.genesis:3.5,targum,ls.n2980
61,urn:cts:compnov:bible.genesis:3.5,targum,ls.n42976
61,urn:cts:compnov:bible.genesis:3.5,septuagint,ls.n42969
61,urn:cts:compnov:bible.genesis:3.5,septuagint,lexent.n15868
61,urn:cts:compnov:bible.genesis:3.5,septuagint,ls.n2980
61,urn:cts:compnov:bible.genesis:3.5,septuagint,ls.n46529
61,urn:cts:compnov:bible.genesis:3.5,septuagint,ls.n42976
62,urn:cts:compnov:bible.genesis:3.6,vulgate,ls.n50883
62,urn:cts:compnov:bible.genesis:3.6,vulgate,ls.n46529
62,urn:cts:compnov:bible.genesis:3.6,vulgate,ls.n17964
62,urn:cts:compnov:bible.genesis:3.6,vulgate,ls.n12628
62,urn:cts:compnov:bible.genesis:3.6,targum,ls.n46529
62,urn:cts:compnov:bible.genesis:3.6,targum,lexent.n15868
62,urn:cts:compnov:bible.genesis:3.6,targum,ls.n17964
62,urn:cts:compnov:bible.genesis:3.6,targum,ls.n12628
62,urn:cts:compnov:bible.genesis:3.6,septuagint,ls.n46529
62,urn:cts:compnov:bible.genesis:3.6,septuagint,ls.n363
62,urn:cts:compnov:bible.genesis:3.6,septuagint,ls.n12628
63,urn:cts:compnov:bible.genesis:3.7,vulgate,ls.n2980
63,urn:cts:compnov:bible.genesis:3.7,vulgate,ls.n46529
63,urn:cts:compnov:bible.genesis:3.7,vulgate,ls.n8938
63,urn:cts:compnov:bible.genesis:3.7,vulgate,ls.n17516
63,urn:cts:compnov:bible.genesis:3.7,targum,ls.n2980
63,urn:cts:compnov:bible.genesis:3.7,targum,ls.n46529
63,urn:cts:compnov:bible.genesis:3.7,targum,ls.n8938
63,urn:cts:compnov:bible.genesis:3.7,targum,ls.n17516
63,urn:cts:compnov:bible.genesis:3.7,septuagint,ls.n2980
63,urn:cts:compnov:bible.genesis:3.7,septuagint,ls.n46529
63,urn:cts:compnov:bible.genesis:3.7,septuagint,ls.n8938
63,urn:cts:compnov:bible.genesis:3.7,septuagint,ls.n17516
64,urn:cts:compnov:bible.genesis:3.8,septuagint,ls.n46529
65,urn:cts:compnov:bible.genesis:3.9,vulgate,ls.n13804
65,urn:cts:compnov:bible.genesis:3.9,vulgate,ls.n46529
65,urn:cts:compnov:bible.genesis:3.9,targum,ls.n13804
65,urn:cts:compnov:bible.genesis:3.9,targum,ls.n46529
65,urn:cts:compnov:bible.genesis:3.9,septuagint,ls.n13804
65,urn:cts:compnov:bible.genesis:3.9,septuagint,ls.n46529
66,urn:cts:compnov:bible.genesis:3.10,vulgate,ls.n4453
66,urn:cts:compnov:bible.genesis:3.10,vulgate,ls.n48358
66,urn:cts:compnov:bible.genesis:3.10,vulgate,lexent.n15868
66,urn:cts:compnov:bible.genesis:3.10,vulgate,ls.n46529
66,urn:cts:compnov:bible.genesis:3.10,targum,ls.n48358
66,urn:cts:compnov:bible.genesis:3.10,targum,ls.n46529
66,urn:cts:compnov:bible.genesis:3.10,septuagint,ls.n13804
66,urn:cts:compnov:bible.genesis:3.10,septuagint,ls.n48358
66,urn:cts:compnov:bible.genesis:3.10,septuagint,ls.n46529
67,urn:cts:compnov:bible.genesis:3.11,vulgate,ls.n13804
67,urn:cts:compnov:bible.genesis:3.11,vulgate,ls.n22781
67,urn:cts:compnov:bible.genesis:3.11,vulgate,ls.n46529
67,urn:cts:compnov:bible.genesis:3.11,vulgate,ls.n31035
67,urn:cts:compnov:bible.genesis:3.11,targum,ls.n22781
67,urn:cts:compnov:bible.genesis:3.11,targum,ls.n46529
67,urn:cts:compnov:bible.genesis:3.11,septuagint,ls.n13804
67,urn:cts:compnov:bible.genesis:3.11,septuagint,ls.n22781
67,urn:cts:compnov:bible.genesis:3.11,septuagint,ls.n46529
67,urn:cts:compnov:bible.genesis:3.11,septuagint,ls.n31035
67,urn:cts:compnov:bible.genesis:3.11,septuagint,lexent.n15868
68,urn:cts:compnov:bible.genesis:3.12,vulgate,ls.n13804
68,urn:cts:compnov:bible.genesis:3.12,vulgate,ls.n14599
68,urn:cts:compnov:bible.genesis:3.12,vulgate,ls.n12628
68,urn:cts:compnov:bible.genesis:3.12,targum,ls.n13804
68,urn:cts:compnov:bible.genesis:3.12,targum,ls.n14599
68,urn:cts:compnov:bible.genesis:3.12,targum,ls.n12628
68,urn:cts:compnov:bible.genesis:3.12,septuagint,ls.n13804
68,urn:cts:compnov:bible.genesis:3.12,septuagint,ls.n14599
68,urn:cts:compnov:bible.genesis:3.12,septuagint,ls.n12628
69,urn:cts:compnov:bible.genesis:3.13,vulgate,ls.n13804
69,urn:cts:compnov:bible.genesis:3.13,vulgate,ls.n17516
69,urn:cts:compnov:bible.genesis:3.13,vulgate,ls.n41387
69,urn:cts:compnov:bible.genesis:3.13,targum,ls.n17516
69,urn:cts:compnov:bible.genesis:3.13,targum,ls.n13804
69,urn:cts:compnov:bible.genesis:3.13,septuagint,ls.n13804
69,urn:cts:compnov:bible.genesis:3.13,septuagint,ls.n17516
70,urn:cts:compnov:bible.genesis:3.14,vulgate,ls.n17516
70,urn:cts:compnov:bible.genesis:3.14,vulgate,ls.n46529
70,urn:cts:compnov:bible.genesis:3.14,targum,ls.n13804
70,urn:cts:compnov:bible.genesis:3.14,targum,ls.n17516
70,urn:cts:compnov:bible.genesis:3.14,targum,ls.n49372
70,urn:cts:compnov:bible.genesis:3.14,septuagint,ls.n17516
70,urn:cts:compnov:bible.genesis:3.14,septuagint,ls.n49372
71,urn:cts:compnov:bible.genesis:3.15,vulgate,ls.n37010
71,urn:cts:compnov:bible.genesis:3.15,vulgate,ls.n23837
71,urn:cts:compnov:bible.genesis:3.15,targum,ls.n37010
71,urn:cts:compnov:bible.genesis:3.15,targum,ls.n17516
71,urn:cts:compnov:bible.genesis:3.15,septuagint,ls.n37010
72,urn:cts:compnov:bible.genesis:3.16,vulgate,ls.n13804
72,urn:cts:compnov:bible.genesis:3.16,vulgate,ls.n29924
72,urn:cts:compnov:bible.genesis:3.16,vulgate,ls.n33879
72,urn:cts:compnov:bible.genesis:3.16,vulgate,ls.n46529
72,urn:cts:compnov:bible.genesis:3.16,vulgate,ls.n14697
72,urn:cts:compnov:bible.genesis:3.16,targum,ls.n13804
72,urn:cts:compnov:bible.genesis:3.16,targum,ls.n29924
72,urn:cts:compnov:bible.genesis:3.16,targum,ls.n33879
72,urn:cts:compnov:bible.genesis:3.16,targum,ls.n46529
72,urn:cts:compnov:bible.genesis:3.16,targum,ls.n14697
72,urn:cts:compnov:bible.genesis:3.16,septuagint,ls.n13804
72,urn:cts:compnov:bible.genesis:3.16,septuagint,ls.n29924
72,urn:cts:compnov:bible.genesis:3.16,septuagint,ls.n33879
72,urn:cts:compnov:bible.genesis:3.16,septuagint,ls.n14697
73,urn:cts:compnov:bible.genesis:3.17,vulgate,ls.n13804
73,urn:cts:compnov:bible.genesis:3.17,targum,ls.n13804
73,urn:cts:compnov:bible.genesis:3.17,targum,ls.n49372
73,urn:cts:compnov:bible.genesis:3.17,targum,lexent.n15868
73,urn:cts:compnov:bible.genesis:3.17,septuagint,ls.n13804
73,urn:cts:compnov:bible.genesis:3.17,septuagint,ls.n49372
73,urn:cts:compnov:bible.genesis:3.17,septuagint,lexent.n15868
74,urn:cts:compnov:bible.genesis:3.18,vulgate,ls.n19511
74,urn:cts:compnov:bible.genesis:3.18,targum,ls.n19511
74,urn:cts:compnov:bible.genesis:3.18,septuagint,ls.n19511
75,urn:cts:compnov:bible.genesis:3.19,vulgate,ls.n46587
75,urn:cts:compnov:bible.genesis:3.19,vulgate,ls.n46529
75,urn:cts:compnov:bible.genesis:3.19,targum,ls.n11543
75,urn:cts:compnov:bible.genesis:3.19,targum,ls.n46529
75,urn:cts:compnov:bible.genesis:3.19,septuagint,ls.n46587
75,urn:cts:compnov:bible.genesis:3.19,septuagint,ls.n46529
76,urn:cts:compnov:bible.genesis:3.20,vulgate,lexent.n15868
76,urn:cts:compnov:bible.genesis:3.20,vulgate,ls.n46529
76,urn:cts:compnov:bible.genesis:3.20,vulgate,ls.n51238
76,urn:cts:compnov:bible.genesis:3.20,targum,lexent.n15868
76,urn:cts:compnov:bible.genesis:3.20,targum,ls.n46529
76,urn:cts:compnov:bible.genesis:3.20,septuagint,ls.n46529
77,urn:cts:compnov:bible.genesis:3.21,vulgate,ls.n17516
77,urn:cts:compnov:bible.genesis:3.21,targum,ls.n17516
77,urn:cts:compnov:bible.genesis:3.21,septuagint,ls.n17516
78,urn:cts:compnov:bible.genesis:3.22,vulgate,ls.n17516
78,urn:cts:compnov:bible.genesis:3.22,vulgate,ls.n46529
78,urn:cts:compnov:bible.genesis:3.22,vulgate,ls.n42976
78,urn:cts:compnov:bible.genesis:3.22,vulgate,ls.n29328
78,urn:cts:compnov:bible.genesis:3.22,vulgate,ls.n46587
78,urn:cts:compnov:bible.genesis:3.22,vulgate,ls.n51238
78,urn:cts:compnov:bible.genesis:3.22,targum,ls.n13804
78,urn:cts:compnov:bible.genesis:3.22,targum,ls.n46529
78,urn:cts:compnov:bible.genesis:3.22,targum,ls.n42976
78,urn:cts:compnov:bible.genesis:3.22,targum,ls.n46587
78,urn:cts:compnov:bible.genesis:3.22,septuagint,ls.n13804
78,urn:cts:compnov:bible.genesis:3.22,septuagint,ls.n17516
78,urn:cts:compnov:bible.genesis:3.22,septuagint,ls.n46529
78,urn:cts:compnov:bible.genesis:3.22,septuagint,ls.n46587
79,urn:cts:compnov:bible.genesis:3.23,vulgate,ls.n46587
79,urn:cts:compnov:bible.genesis:3.23,vulgate,ls.n46529
79,urn:cts:compnov:bible.genesis:3.23,targum,ls.n11543
79,urn:cts:compnov:bible.genesis:3.23,targum,ls.n46529
79,urn:cts:compnov:bible.genesis:3.23,septuagint,ls.n46587
79,urn:cts:compnov:bible.genesis:3.23,septuagint,ls.n46529
80,urn:cts:compnov:bible.genesis:3.24,targum,ls.n33000
80,urn:cts:compnov:bible.genesis:3.24,septuagint,ls.n37010
81,urn:cts:compnov:bible.genesis:4.1,vulgate,ls.n8938
81,urn:cts:compnov:bible.genesis:4.1,vulgate,ls.n33879
81,urn:cts:compnov:bible.genesis:4.1,vulgate,ls.n13804
81,urn:cts:compnov:bible.genesis:4.1,vulgate,ls.n37191
81,urn:cts:compnov:bible.genesis:4.1,targum,ls.n8938
81,urn:cts:compnov:bible.genesis:4.1,targum,ls.n33879
81,urn:cts:compnov:bible.genesis:4.1,targum,ls.n13804
81,urn:cts:compnov:bible.genesis:4.1,targum,ls.n37191
81,urn:cts:compnov:bible.genesis:4.1,septuagint,ls.n8938
81,urn:cts:compnov:bible.genesis:4.1,septuagint,ls.n33879
81,urn:cts:compnov:bible.genesis:4.1,septuagint,ls.n13804
81,urn:cts:compnov:bible.genesis:4.1,septuagint,ls.n37191
82,urn:cts:compnov:bible.genesis:4.2,vulgate,ls.n33879
82,urn:cts:compnov:bible.genesis:4.2,vulgate,ls.n46529
82,urn:cts:compnov:bible.genesis:4.2,targum,ls.n33879
82,urn:cts:compnov:bible.genesis:4.2,targum,ls.n46529
82,urn:cts:compnov:bible.genesis:4.2,septuagint,ls.n33879
82,urn:cts:compnov:bible.genesis:4.2,septuagint,ls.n46529
83,urn:cts:compnov:bible.genesis:4.3,vulgate,ls.n17516
83,urn:cts:compnov:bible.genesis:4.3,vulgate,ls.n46529
83,urn:cts:compnov:bible.genesis:4.3,targum,ls.n17516
83,urn:cts:compnov:bible.genesis:4.3,targum,ls.n46529
83,urn:cts:compnov:bible.genesis:4.3,septuagint,ls.n17516
83,urn:cts:compnov:bible.genesis:4.3,septuagint,ls.n46529
84,urn:cts:compnov:bible.genesis:4.4,targum,ls.n19570
85,urn:cts:compnov:bible.genesis:4.5,vulgate,ls.n24885
85,urn:cts:compnov:bible.genesis:4.5,vulgate,ls.n46529
85,urn:cts:compnov:bible.genesis:4.5,targum,ls.n24885
85,urn:cts:compnov:bible.genesis:4.5,targum,ls.n46529
86,urn:cts:compnov:bible.genesis:4.6,vulgate,ls.n13804
86,urn:cts:compnov:bible.genesis:4.6,vulgate,ls.n24885
86,urn:cts:compnov:bible.genesis:4.6,vulgate,ls.n46529
86,urn:cts:compnov:bible.genesis:4.6,vulgate,ls.n17516
86,urn:cts:compnov:bible.genesis:4.6,targum,ls.n13804
86,urn:cts:compnov:bible.genesis:4.6,targum,ls.n24885
86,urn:cts:compnov:bible.genesis:4.6,targum,ls.n6011
86,urn:cts:compnov:bible.genesis:4.6,septuagint,ls.n13804
86,urn:cts:compnov:bible.genesis:4.6,septuagint,ls.n17516
86,urn:cts:compnov:bible.genesis:4.6,septuagint,ls.n46529
87,urn:cts:compnov:bible.genesis:4.7,vulgate,ls.n1605
87,urn:cts:compnov:bible.genesis:4.7,vulgate,lexent.n1010
87,urn:cts:compnov:bible.genesis:4.7,vulgate,ls.n46529
87,urn:cts:compnov:bible.genesis:4.7,vulgate,ls.n14697
87,urn:cts:compnov:bible.genesis:4.7,targum,ls.n1605
87,urn:cts:compnov:bible.genesis:4.7,targum,ls.n14028
87,urn:cts:compnov:bible.genesis:4.7,targum,ls.n43947
87,urn:cts:compnov:bible.genesis:4.7,targum,ls.n46529
87,urn:cts:compnov:bible.genesis:4.7,septuagint,ls.n14559
87,urn:cts:compnov:bible.genesis:4.7,septuagint,ls.n14697
88,urn:cts:compnov:bible.genesis:4.8,vulgate,ls.n13804
88,urn:cts:compnov:bible.genesis:4.8,vulgate,ls.n46529
88,urn:cts:compnov:bible.genesis:4.8,vulgate,ls.n24257
88,urn:cts:compnov:bible.genesis:4.8,targum,ls.n26988
88,urn:cts:compnov:bible.genesis:4.8,targum,ls.n46529
88,urn:cts:compnov:bible.genesis:4.8,targum,ls.n32088
88,urn:cts:compnov:bible.genesis:4.8,septuagint,ls.n13804
88,urn:cts:compnov:bible.genesis:4.8,septuagint,ls.n17516
88,urn:cts:compnov:bible.genesis:4.8,septuagint,ls.n46529
88,urn:cts:compnov:bible.genesis:4.8,septuagint,ls.n24257
89,urn:cts:compnov:bible.genesis:4.9,vulgate,ls.n46529
89,urn:cts:compnov:bible.genesis:4.9,vulgate,ls.n41387
89,urn:cts:compnov:bible.genesis:4.9,targum,ls.n13804
89,urn:cts:compnov:bible.genesis:4.9,targum,ls.n46529
89,urn:cts:compnov:bible.genesis:4.9,septuagint,ls.n46529
89,urn:cts:compnov:bible.genesis:4.9,septuagint,ls.n13804
89,urn:cts:compnov:bible.genesis:4.9,septuagint,ls.n42976
90,urn:cts:compnov:bible.genesis:4.10,vulgate,ls.n13804
90,urn:cts:compnov:bible.genesis:4.10,vulgate,ls.n17516
90,urn:cts:compnov:bible.genesis:4.10,targum,ls.n17516
90,urn:cts:compnov:bible.genesis:4.10,targum,ls.n46529
90,urn:cts:compnov:bible.genesis:4.10,septuagint,ls.n13804
90,urn:cts:compnov:bible.genesis:4.10,septuagint,ls.n17516
91,urn:cts:compnov:bible.genesis:4.11,vulgate,ls.n46529
91,urn:cts:compnov:bible.genesis:4.11,vulgate,ls.n2980
91,urn:cts:compnov:bible.genesis:4.11,targum,ls.n2980
91,urn:cts:compnov:bible.genesis:4.11,septuagint,ls.n13804
91,urn:cts:compnov:bible.genesis:4.11,septuagint,ls.n2980
92,urn:cts:compnov:bible.genesis:4.12,vulgate,ls.n46529
92,urn:cts:compnov:bible.genesis:4.12,vulgate,lexent.n15868
92,urn:cts:compnov:bible.genesis:4.12,vulgate,ls.n14599
92,urn:cts:compnov:bible.genesis:4.12,targum,ls.n46529
92,urn:cts:compnov:bible.genesis:4.12,targum,ls.n14599
92,urn:cts:compnov:bible.genesis:4.12,septuagint,ls.n14599
92,urn:cts:compnov:bible.genesis:4.12,septuagint,ls.n46529
93,urn:cts:compnov:bible.genesis:4.13,vulgate,ls.n13804
93,urn:cts:compnov:bible.genesis:4.13,vulgate,ls.n46529
93,urn:cts:compnov:bible.genesis:4.13,vulgate,ls.n50442
93,urn:cts:compnov:bible.genesis:4.13,targum,ls.n13804
93,urn:cts:compnov:bible.genesis:4.13,targum,ls.n46529
93,urn:cts:compnov:bible.genesis:4.13,targum,ls.n14028
93,urn:cts:compnov:bible.genesis:4.13,septuagint,ls.n13804
94,urn:cts:compnov:bible.genesis:4.14,vulgate,ls.n46529
94,urn:cts:compnov:bible.genesis:4.14,vulgate,ls.n24717
94,urn:cts:compnov:bible.genesis:4.14,targum,ls.n46529
94,urn:cts:compnov:bible.genesis:4.14,targum,ls.n24717
94,urn:cts:compnov:bible.genesis:4.14,septuagint,ls.n46529
94,urn:cts:compnov:bible.genesis:4.14,septuagint,ls.n24717
95,urn:cts:compnov:bible.genesis:4.15,vulgate,ls.n13804
95,urn:cts:compnov:bible.genesis:4.15,vulgate,lexent.n18209
95,urn:cts:compnov:bible.genesis:4.15,vulgate,ls.n32088
95,urn:cts:compnov:bible.genesis:4.15,vulgate,ls.n37010
95,urn:cts:compnov:bible.genesis:4.15,vulgate,ls.n24257
95,urn:cts:compnov:bible.genesis:4.15,vulgate,ls.n24717
95,urn:cts:compnov:bible.genesis:4.15,targum,ls.n13804
95,urn:cts:compnov:bible.genesis:4.15,targum,ls.n32088
95,urn:cts:compnov:bible.genesis:4.15,targum,lexent.n15868
95,urn:cts:compnov:bible.genesis:4.15,targum,ls.n37010
95,urn:cts:compnov:bible.genesis:4.15,targum,ls.n24717
95,urn:cts:compnov:bible.genesis:4.15,septuagint,ls.n13804
95,urn:cts:compnov:bible.genesis:4.15,septuagint,ls.n32088
95,urn:cts:compnov:bible.genesis:4.15,septuagint,ls.n37010
95,urn:cts:compnov:bible.genesis:4.15,septuagint,ls.n24257
95,urn:cts:compnov:bible.genesis:4.15,septuagint,ls.n24717
96,urn:cts:compnov:bible.genesis:4.16,vulgate,ls.n20088
96,urn:cts:compnov:bible.genesis:4.16,targum,ls.n46529
96,urn:cts:compnov:bible.genesis:4.16,targum,ls.n20088
96,urn:cts:compnov:bible.genesis:4.16,targum,ls.n33000
96,urn:cts:compnov:bible.genesis:4.16,septuagint,ls.n20088
97,urn:cts:compnov:bible.genesis:4.17,vulgate,ls.n8938
97,urn:cts:compnov:bible.genesis:4.17,vulgate,ls.n33879
97,urn:cts:compnov:bible.genesis:4.17,targum,ls.n8938
97,urn:cts:compnov:bible.genesis:4.17,targum,ls.n33879
97,urn:cts:compnov:bible.genesis:4.17,targum,ls.n46529
97,urn:cts:compnov:bible.genesis:4.17,septuagint,ls.n8938
97,urn:cts:compnov:bible.genesis:4.17,septuagint,ls.n33879
97,urn:cts:compnov:bible.genesis:4.17,septuagint,ls.n46529
97,urn:cts:compnov:bible.genesis:4.17,septuagint,ls.n31146
98,urn:cts:compnov:bible.genesis:4.18,vulgate,ls.n19570
98,urn:cts:compnov:bible.genesis:4.18,targum,ls.n30423
98,urn:cts:compnov:bible.genesis:4.18,targum,ls.n46529
98,urn:cts:compnov:bible.genesis:4.18,targum,ls.n19570
98,urn:cts:compnov:bible.genesis:4.18,septuagint,ls.n30423
98,urn:cts:compnov:bible.genesis:4.18,septuagint,ls.n46529
98,urn:cts:compnov:bible.genesis:4.18,septuagint,ls.n19570
99,urn:cts:compnov:bible.genesis:4.19,vulgate,ls.n363
99,urn:cts:compnov:bible.genesis:4.19,targum,ls.n363
99,urn:cts:compnov:bible.genesis:4.19,septuagint,ls.n363
100,urn:cts:compnov:bible.genesis:4.20,vulgate,ls.n19570
100,urn:cts:compnov:bible.genesis:4.20,vulgate,ls.n46529
100,urn:cts:compnov:bible.genesis:4.20,vulgate,ls.n20088
100,urn:cts:compnov:bible.genesis:4.20,targum,ls.n33879
100,urn:cts:compnov:bible.genesis:4.20,targum,ls.n46529
100,urn:cts:compnov:bible.genesis:4.20,targum,ls.n20088
100,urn:cts:compnov:bible.genesis:4.20,targum,ls.n37191
100,urn:cts:compnov:bible.genesis:4.20,septuagint,ls.n33879
100,urn:cts:compnov:bible.genesis:4.20,septuagint,ls.n46529
100,urn:cts:compnov:bible.genesis:4.20,septuagint,ls.n20088
101,urn:cts:compnov:bible.genesis:4.21,vulgate,ls.n46529
101,urn:cts:compnov:bible.genesis:4.21,targum,ls.n46529
101,urn:cts:compnov:bible.genesis:4.21,septuagint,ls.n46529
101,urn:cts:compnov:bible.genesis:4.21,septuagint,ls.n33147
102,urn:cts:compnov:bible.genesis:4.22,vulgate,ls.n19570
102,urn:cts:compnov:bible.genesis:4.22,vulgate,ls.n46529
102,urn:cts:compnov:bible.genesis:4.22,targum,ls.n33879
102,urn:cts:compnov:bible.genesis:4.22,targum,ls.n46529
102,urn:cts:compnov:bible.genesis:4.22,targum,ls.n42976
102,urn:cts:compnov:bible.genesis:4.22,septuagint,ls.n33879
102,urn:cts:compnov:bible.genesis:4.22,septuagint,ls.n46529
103,urn:cts:compnov:bible.genesis:4.23,vulgate,ls.n13804
103,urn:cts:compnov:bible.genesis:4.23,vulgate,ls.n32088
103,urn:cts:compnov:bible.genesis:4.23,targum,ls.n13804
103,urn:cts:compnov:bible.genesis:4.23,targum,ls.n4453
103,urn:cts:compnov:bible.genesis:4.23,targum,ls.n32088
103,urn:cts:compnov:bible.genesis:4.23,septuagint,ls.n13804
103,urn:cts:compnov:bible.genesis:4.23,septuagint,ls.n4453
103,urn:cts:compnov:bible.genesis:4.23,septuagint,ls.n32088
104,urn:cts:compnov:bible.genesis:4.24,vulgate,ls.n14599
104,urn:cts:compnov:bible.genesis:4.24,targum,ls.n14599
104,urn:cts:compnov:bible.genesis:4.24,septuagint,ls.n46529
105,urn:cts:compnov:bible.genesis:4.25,vulgate,ls.n8938
105,urn:cts:compnov:bible.genesis:4.25,vulgate,ls.n33879
105,urn:cts:compnov:bible.genesis:4.25,vulgate,ls.n13804
105,urn:cts:compnov:bible.genesis:4.25,vulgate,ls.n37010
105,urn:cts:compnov:bible.genesis:4.25,vulgate,ls.n32088
105,urn:cts:compnov:bible.genesis:4.25,targum,ls.n8938
105,urn:cts:compnov:bible.genesis:4.25,targum,ls.n33879
105,urn:cts:compnov:bible.genesis:4.25,targum,ls.n37010
105,urn:cts:compnov:bible.genesis:4.25,targum,ls.n24257
105,urn:cts:compnov:bible.genesis:4.25,septuagint,ls.n8938
105,urn:cts:compnov:bible.genesis:4.25,septuagint,ls.n33879
105,urn:cts:compnov:bible.genesis:4.25,septuagint,ls.n31146
105,urn:cts:compnov:bible.genesis:4.25,septuagint,ls.n13804
105,urn:cts:compnov:bible.genesis:4.25,septuagint,ls.n32088
106,urn:cts:compnov:bible.genesis:4.26,vulgate,ls.n30423
106,urn:cts:compnov:bible.genesis:4.26,vulgate,ls.n46529
106,urn:cts:compnov:bible.genesis:4.26,vulgate,ls.n8883
106,urn:cts:compnov:bible.genesis:4.26,targum,ls.n30423
106,urn:cts:compnov:bible.genesis:4.26,targum,ls.n46529
106,urn:cts:compnov:bible.genesis:4.26,targum,ls.n22350
106,urn:cts:compnov:bible.genesis:4.26,septuagint,ls.n46529
106,urn:cts:compnov:bible.genesis:4.26,septuagint,ls.n31146
107,urn:cts:compnov:bible.genesis:5.1,vulgate,ls.n46529
107,urn:cts:compnov:bible.genesis:5.1,vulgate,ls.n11543
107,urn:cts:compnov:bible.genesis:5.1,vulgate,ls.n17516
107,urn:cts:compnov:bible.genesis:5.1,targum,ls.n46529
107,urn:cts:compnov:bible.genesis:5.1,targum,ls.n11543
107,urn:cts:compnov:bible.genesis:5.1,targum,ls.n17516
107,urn:cts:compnov:bible.genesis:5.1,septuagint,ls.n17516
108,urn:cts:compnov:bible.genesis:5.2,vulgate,ls.n11543
108,urn:cts:compnov:bible.genesis:5.2,vulgate,ls.n46529
108,urn:cts:compnov:bible.genesis:5.2,targum,ls.n11543
108,urn:cts:compnov:bible.genesis:5.2,targum,ls.n46529
108,urn:cts:compnov:bible.genesis:5.2,septuagint,ls.n17516
108,urn:cts:compnov:bible.genesis:5.2,septuagint,ls.n31146
109,urn:cts:compnov:bible.genesis:5.3,vulgate,ls.n51238
109,urn:cts:compnov:bible.genesis:5.3,vulgate,ls.n19570
109,urn:cts:compnov:bible.genesis:5.3,targum,ls.n19570
